DAUID,year,instability,deprivation,dependency,ethnic_concentration,omi_composite,patient_volume,source
35010185,2016,1.127151552,0.9790554769,2.131664645,-0.3104704769,0.98185029925,0.0,synthetic
35010186,2016,0.2773038601,0.3248863421,0.9993243259,-0.7066613152,0.22371330322500002,0.0,synthetic
35010187,2016,1.156095636,1.618562433,1.312953896,-0.425676517,0.915483862,0.0,synthetic
35010188,2016,0.2930613337,1.524161096,0.688307681,-0.7641980194,0.435333022825,0.0,synthetic
35010189,2016,-0.2469146861,-0.9274548641,0.227709996,-0.8709456517,-0.454401301475,0.0,synthetic
35010190,2016,0.3223884387,1.843648158,0.4354598848,-0.3870305939,0.5536164719,0.0,synthetic
35010191,2016,1.127614909,1.389252922,0.3436733713,-0.4675832913,0.59823947775,0.0,synthetic
35010192,2016,0.5295066447,0.8325419489,0.0665075602,-0.09915844586,0.33234942698500003,0.0,synthetic
35010193,2016,1.571354757,2.884383641,0.4239683107,-0.1644999508,1.178801689475,0.0,synthetic
35010194,2016,1.256134774,3.689623943,-0.1162278228,-0.4589738048,1.09263927235,0.0,synthetic
35010195,2016,1.238589301,5.044350233,-0.1553720642,-0.3413830116,1.4465461145500003,0.0,synthetic
35010196,2016,1.31770241,4.827650343,0.2197895283,0.1681342941,1.6333191438499999,0.0,synthetic
35010197,2016,1.411378861,2.931463003,-0.4619845457,-0.3383429034,0.8856286037250001,0.0,synthetic
35010198,2016,2.147661632,2.689436344,3.397148369,-0.7958424423,1.8596009756750003,0.0,synthetic
35010199,2016,1.645593292,4.630209347,-0.3496150573,-0.211106656,1.428770231425,0.0,synthetic
35010200,2016,1.238639071,2.741827262,0.6183164528,-0.005946903245,1.14820897063875,0.0,synthetic
35010201,2016,,,,,,0.0,synthetic
35010202,2016,1.522385494,2.440459331,1.049737816,-0.5377021956,1.11872011135,0.0,synthetic
35010203,2016,1.219196224,1.843371867,0.7954182505,-0.4246809843,0.8583263393,0.0,synthetic
35010204,2016,1.897993806,1.579976223,3.051464762,-0.5893740655,1.4850151813749999,0.0,synthetic
35010205,2016,1.280044383,1.722594394,0.2752392969,-0.8762655262,0.6004031369249999,0.0,synthetic
35010206,2016,0.6186453234,0.7112960506,0.9175444599,-0.7677619048,0.369930982275,0.0,synthetic
35010207,2016,-0.1412412657,0.6276879008,0.4715209217,-0.6679081861,0.072514842675,0.0,synthetic
35010208,2016,0.606545413,1.42776354,0.5418362052,-0.4177934804,0.5395879194500001,0.0,synthetic
35010209,2016,0.9448874882,1.390904909,-0.3009602592,-0.7740958758,0.31518406555,0.0,synthetic
35010210,2016,2.099540839,1.915666448,1.574357099,-1.103166016,1.1215995925,0.0,synthetic
35010211,2016,0.6542237152,1.547056932,-0.02268353548,-0.5968130298,0.39544602048,0.0,synthetic
35010212,2016,1.309403321,1.583074264,0.2568569507,-0.7309537305,0.6045952013,0.0,synthetic
35010213,2016,-0.08407868057,1.976148316,0.4216358332,-0.9828372388,0.33271705745749997,0.0,synthetic
35010214,2016,0.2013644606,1.207866306,0.3681240784,-1.046884815,0.18261750749999994,0.0,synthetic
35010215,2016,-0.08315789899,1.293986959,1.427455837,-0.2369534102,0.6003328717025,0.0,synthetic
35010216,2016,0.2001261269,-0.06374009814,1.16024458,-0.7523752821,0.13606383166500002,0.0,synthetic
35010217,2016,0.2189239323,1.338467285,0.4926743093,-0.205898814,0.46104167815,0.0,synthetic
35010218,2016,0.254425916,1.647658062,-0.04681574954,-0.3334813729,0.38044671389000007,0.0,synthetic
35010219,2016,0.4740754623,0.5820995971,1.34141194,-0.8322252766,0.3913404307,0.0,synthetic
35010220,2016,0.08116894603,0.5272883213,0.8127591337,-1.158662674,0.06563843175750006,1.0,synthetic
35010221,2016,0.4423328395,1.28296465,0.7610923587,-0.7384520582,0.4369844475,0.0,synthetic
35010222,2016,0.3694748144,1.374143896,0.5522250049,-0.6564199882,0.409855931775,0.0,synthetic
35010223,2016,1.057658756,1.392680187,1.292385731,-0.722467581,0.75506427325,0.0,synthetic
35010224,2016,-0.230903606,0.856721722,0.4323648338,-0.4625267522,0.14891404939999997,0.0,synthetic
35010225,2016,1.067712051,2.846610068,0.13129605,0.2431654513,1.072195905075,0.0,synthetic
35010226,2016,1.551936993,2.009937029,0.501668153,0.7954914171,1.214758398025,0.0,synthetic
35010227,2016,-0.03172407458,0.1892138077,0.9084731163,-0.5283112151,0.13441290858,0.0,synthetic
35010228,2016,-0.3030639572,-0.9318173889,0.8785502312,-0.4879493932,-0.211070127025,0.0,synthetic
35010229,2016,-0.5184481684,-0.6606596044,0.26266561,-0.6091098589,-0.38138800542500007,0.0,synthetic
35010230,2016,-0.7357268801,-1.212825684,0.6769474604,-0.4322970874,-0.42597554777499996,0.0,synthetic
35010231,2016,-0.5227030825,-0.6655526221,0.632253513,-0.639004505,-0.29875167415,0.0,synthetic
35010232,2016,-0.5602404389,0.2738914285,0.6058329799,-1.128427479,-0.20223587737499998,0.0,synthetic
35010233,2016,-0.3958369309,-0.3286911155,0.9003000011,-0.8245033144,-0.16218283992500002,0.0,synthetic
35010234,2016,-0.2498605608,0.4443911653,0.1150588561,-0.8454930155,-0.133975888725,0.0,synthetic
35010235,2016,1.610793808,-0.07227234045,2.510279186,-0.9571053564,0.7729238242875,0.0,synthetic
35010237,2016,1.296903508,1.560136737,2.266860927,-0.7279342751,1.098991724225,1.0,synthetic
35010238,2016,1.515629917,2.154263585,0.6363792572,-0.5989210901,0.9268379172749999,0.0,synthetic
35010239,2016,1.273198376,1.211120797,0.8397295688,-0.8055378933,0.6296277121250001,0.0,synthetic
35010240,2016,0.8472521857,2.275188222,-0.7374824825,-0.7154581341,0.41737494777500006,0.0,synthetic
35010241,2016,0.7269025243,2.572685096,-0.2721898049,-0.2994334173,0.6819910995249999,0.0,synthetic
35010242,2016,0.6558756032,2.312699847,-0.06484695978,-0.7578688855,0.53646490123,0.0,synthetic
35010243,2016,0.3971257623,2.054537397,0.3409789053,-0.5949006422,0.5494353556,0.0,synthetic
35010244,2016,0.9917459192,2.292225897,0.1636339848,-0.3749828088,0.76815574805,0.0,synthetic
35010245,2016,0.901020777,2.381374874,0.1412982718,-0.8386923885,0.646250383575,0.0,synthetic
35010246,2016,1.028630493,0.3737158313,0.8834024967,-0.6388680004,0.4117202051500001,0.0,synthetic
35010247,2016,2.630755937,1.588885438,3.817124659,-1.365087661,1.6679195932499997,1.0,synthetic
35010248,2016,2.546595537,1.513889895,10.05126067,-1.414181562,3.174391135,0.0,synthetic
35010249,2016,0.7604913908,1.263346987,0.9614172381,-0.8958192528,0.522359090775,0.0,synthetic
35010250,2016,-0.03752212852,0.2535911669,-0.008909110218,-1.114820816,-0.22691522195949998,0.0,synthetic
35010251,2016,-0.7813022252,-0.1159355285,0.2996684046,-0.6371356298,-0.308676244725,0.0,synthetic
35010252,2016,-0.03136107832,0.477189538,0.2541070102,-0.7680254118,-0.017022485479999988,0.0,synthetic
35010253,2016,0.002312263968,-0.1136040286,0.2959351638,-0.5261988837,-0.085388871133,0.0,synthetic
35010254,2016,-0.7007045967,-0.3574401268,0.6863463978,-0.6095403445,-0.24533466755,0.0,synthetic
35010255,2016,-0.3923408504,0.7522288494,0.3481455519,-0.4598468209,0.06204668249999999,0.0,synthetic
35010256,2016,-0.4014417963,0.706742877,0.1017994428,-1.086389034,-0.16982212762499999,0.0,synthetic
35010257,2016,0.4341363582,-0.1374250609,0.6837840396,-0.8153073144,0.041297005624999994,0.0,synthetic
35010258,2016,-0.2496519592,-0.1005265927,0.4427810613,-0.6271074038,-0.13362622359999998,0.0,synthetic
35010259,2016,0.1236285335,-1.736925657,0.7727360909,-0.8502421419,-0.422700793625,0.0,synthetic
35010260,2016,0.04170015072,1.113577078,-0.3929082233,-0.1928489814,0.142380006005,1.0,synthetic
35010261,2016,-0.1444159286,1.123029064,0.6221572216,-0.9267469816,0.16850584385,0.0,synthetic
35010262,2016,-0.03952301976,0.1317438602,1.290762234,-0.8888265707,0.123539125935,0.0,synthetic
35010263,2016,-0.5913922011,-1.159205593,1.682952569,-0.9381778433,-0.25145576709999995,0.0,synthetic
35010264,2016,0.4222555631,0.1736742415,1.251910492,-0.5584618129,0.32234462092499994,0.0,synthetic
35010265,2016,-0.6221520266,-0.7055077553,0.7196036596,-0.8339254684,-0.36049539767500005,0.0,synthetic
35010266,2016,0.7522831611,0.6850586595,1.46100486,-0.5405824493,0.589441057825,0.0,synthetic
35010267,2016,0.03187548762,1.013101968,0.9598478446,-1.131055544,0.21844243905500005,0.0,synthetic
35010268,2016,1.853489401,1.636469725,0.8793194333,-0.5567553142,0.9531308112749999,0.0,synthetic
35010269,2016,0.2229820099,0.02319119948,2.040409949,-0.7870735959,0.37487739062000003,0.0,synthetic
35010270,2016,1.573020103,3.246133487,0.01337487267,-0.6303586734,1.0505424473175,0.0,synthetic
35010271,2016,0.7124279436,2.756269124,-0.484981063,-0.334911513,0.6622011229,0.0,synthetic
35010272,2016,1.249804257,3.348452278,-0.1658888422,-0.3440813221,1.022071592675,1.0,synthetic
35010273,2016,-0.5624642522,-0.07529202767,0.3050943633,-1.069540122,-0.3505505096425,0.0,synthetic
35010274,2016,-0.7019777198,-0.3419380419,0.7500463847,-0.8885402111,-0.295602397025,0.0,synthetic
35010275,2016,-0.7702658776,-0.13411467,0.2591086875,-0.7796985542,-0.35624260357500004,0.0,synthetic
35010276,2016,-0.7245742034,-0.5481557159,-0.6651504664,-0.7699903313,-0.6769676792500001,0.0,synthetic
35010277,2016,-0.720790639,-0.3089151324,-0.4793519163,-0.8574670485,-0.5916311840499999,0.0,synthetic
35010278,2016,-0.8748135773,-0.4328968501,0.1817902572,-0.7251597771,-0.462769986825,0.0,synthetic
35010279,2016,-0.6414970655,-0.3604429598,0.1768825764,-1.212811723,-0.5094672929749999,0.0,synthetic
35010280,2016,-1.039108531,-0.1098564085,-0.1395570194,-0.7821361686,-0.517664531875,0.0,synthetic
35010281,2016,-0.6423294582,0.0370667626,-0.1200331761,-1.241782868,-0.491769684925,0.0,synthetic
35010282,2016,-0.6150218,-0.9043913298,-0.520600733,-0.8782225319,-0.729559098675,0.0,synthetic
35010283,2016,-0.6343297923,-0.01110007658,-0.1828515311,-0.948375197,-0.444164149245,0.0,synthetic
35010284,2016,-0.7044675989,-0.4162304791,-0.3621291656,-0.9321424398,-0.60374242085,0.0,synthetic
35010285,2016,-0.4231221929,0.5435613933,0.5672133757,-1.194389278,-0.12668417547500005,0.0,synthetic
35010286,2016,-0.5479926413,-0.8021579188,-0.1408531456,-1.091532118,-0.645633955925,0.0,synthetic
35010287,2016,-0.4558000919,-0.05999681247,-0.2138402963,-0.9229308931,-0.4131420234425,0.0,synthetic
35010288,2016,-0.227817267,-0.3440423815,-0.7680084578,-0.9335992289,-0.5683668338,0.0,synthetic
35010289,2016,-0.1530834716,-1.099281991,-0.724947305,-0.6972261638,-0.66863473285,0.0,synthetic
35010290,2016,-0.792086689,-0.5599274507,-1.217619457,-0.8856510958,-0.8638211731250001,0.0,synthetic
35010291,2016,-0.6738050843,-0.7725431571,-0.7339912552,-0.7279020282,-0.7270603811999999,1.0,synthetic
35010292,2016,-0.6182535584,-1.167896843,-0.6130682536,-0.9933453298,-0.8481409961999999,0.0,synthetic
35010293,2016,-0.4712982399,-0.1095870452,-0.582831311,-0.7948952961,-0.48965297305,0.0,synthetic
35010294,2016,-0.4686771627,0.03111428016,0.3098557594,-0.6490186083,-0.19418143286,0.0,synthetic
35010295,2016,-0.2090605059,0.3604982604,0.6190496202,-0.6307230762,0.034941074624999985,0.0,synthetic
35010296,2016,0.3060940447,0.5415213575,0.8656354665,-0.9728193222,0.18510788662499997,0.0,synthetic
35010297,2016,-0.1590961672,-0.4872718963,-0.6493505171,-1.283920523,-0.6449097759,0.0,synthetic
35010298,2016,-0.8290468306,-0.4354450817,0.2247606587,-0.9975062382,-0.50930937295,0.0,synthetic
35010299,2016,-0.6331250025,-0.7087591825,-0.1432893805,-1.015236829,-0.6251025986250001,0.0,synthetic
35010300,2016,-0.5856882846,-0.1188691666,-0.2527199935,-0.9503860472,-0.47691587297500004,0.0,synthetic
35010301,2016,-0.5133024375,0.01441996015,0.3802935016,-1.049029694,-0.2919046674375,0.0,synthetic
35010302,2016,-0.1185829085,0.06317778278,1.281663602,-0.6531405694,0.14327947672,0.0,synthetic
35010303,2016,-0.8108123391,0.4859047071,0.5894569715,-0.9848975343,-0.1800870487,0.0,synthetic
35010304,2016,0.02089580446,0.788109162,2.548152885,-0.7950506065,0.64052681124,0.0,synthetic
35010305,2016,-0.4992666049,-1.198243997,0.8569463983,-1.153213119,-0.49844433065000004,0.0,synthetic
35010306,2016,-0.4130025118,-0.1719665197,1.512254411,-0.8107676785,0.029129425250000007,0.0,synthetic
35010307,2016,-0.4561197467,0.2805560208,1.445029012,-1.120870698,0.03714864702499998,0.0,synthetic
35010308,2016,0.2166087056,-0.002003849856,1.538106336,-0.8012746151,0.23785914416099999,0.0,synthetic
35010309,2016,0.5070786337,2.693823126,0.7078087541,-0.4489154492,0.86494876615,0.0,synthetic
35010310,2016,0.3460924202,0.2263217804,1.639707416,-1.120582168,0.27288486215,0.0,synthetic
35010311,2016,-0.6661890292,1.088441764,0.8100850616,-1.074031626,0.039576542599999986,0.0,synthetic
35010312,2016,-0.6668214799,-0.2381184274,0.1894688819,-0.9080594849,-0.405882627575,0.0,synthetic
35010313,2016,-0.5053898848,-0.6927258443,0.7373509601,-0.9046199756,-0.34134618615,0.0,synthetic
35010314,2016,0.2338943601,-0.3561257125,1.672273641,-1.036908329,0.1282834899,0.0,synthetic
35010315,2016,-0.2862990819,-0.4483568075,0.464823173,-0.9358495388,-0.3014205638,0.0,synthetic
35010316,2016,0.0435789455,0.3960893555,0.7799184008,-1.352626883,-0.033260045299999985,0.0,synthetic
35010317,2016,-0.5508969034,-0.4608720945,0.1771980691,-0.6337435142,-0.36707861075,0.0,synthetic
35010318,2016,0.4807298212,0.3722125385,0.6748495813,-0.7295897384,0.19955055065000002,0.0,synthetic
35010319,2016,-0.3377623981,-0.6217269856,0.5037738721,-0.5850039793,-0.260179872725,0.0,synthetic
35010320,2016,-0.7845680656,-1.132314819,-0.0339728971,-0.7771542646,-0.682002511575,1.0,synthetic
35010321,2016,-0.7665957306,-0.311300987,-0.1750372032,-0.5037754647,-0.43917734637499994,1.0,synthetic
35010322,2016,-0.7505266617,0.02741032354,-0.3969579457,-0.8521369824,-0.49305281656500005,0.0,synthetic
35010323,2016,-0.307162793,-0.8300464278,1.4431796,-0.9683600212,-0.16559741050000001,0.0,synthetic
35010324,2016,-0.0109004371,0.2814106191,1.598983066,-0.9223825808,0.23677766679999998,1.0,synthetic
35010325,2016,0.7573600921,0.111650036,1.876661362,-1.033876984,0.4279486265250001,1.0,synthetic
35010328,2016,-0.8778576216,0.5146817828,0.2292299752,-0.8716844184,-0.2514075705,0.0,synthetic
35010329,2016,-0.4806594393,-0.2562002474,-0.1686540405,-1.124556443,-0.50751754255,1.0,synthetic
35010330,2016,-0.5559274321,0.1443997807,0.1223939569,-0.5809095449,-0.21751080985,0.0,synthetic
35010331,2016,-0.611510503,-0.2122556298,0.2412092619,-1.014036515,-0.39914834647499997,0.0,synthetic
35010332,2016,-0.6257690259,-0.3690121386,-0.3192633279,-0.8348220555,-0.537216636975,0.0,synthetic
35010333,2016,-0.3322799873,-0.07886915152,-0.08621795372,-0.8493004799,-0.33666689311000003,0.0,synthetic
35010334,2016,0.5905519265,0.05721883257,1.284386115,-0.8133748049,0.2796955172925,0.0,synthetic
35010335,2016,-0.3851938563,-0.7769587943,0.1356680094,-1.194926738,-0.5553528448,0.0,synthetic
35010336,2016,1.03068885,0.7884728371,1.677701493,-0.56439983,0.733115837525,0.0,synthetic
35010337,2016,-0.4757764968,-0.2756329948,-0.139824355,-0.7827003274,-0.4184835435,0.0,synthetic
35010338,2016,-0.4688163775,-0.7098528314,-0.505575026,-1.113073723,-0.699329489475,0.0,synthetic
35010339,2016,-1.075369457,-0.4950389118,-0.3902560566,-0.7121274937,-0.668197979775,0.0,synthetic
35010340,2016,-0.8001905655,-0.02289350966,-0.4853642398,-1.052654917,-0.59027580799,0.0,synthetic
35010341,2016,-0.546544967,-0.3046374308,0.05760405447,-1.299606934,-0.5232963193325,0.0,synthetic
35010342,2016,-0.2470477762,-0.7587079784,-0.2498835101,-1.07238915,-0.5820071036750001,0.0,synthetic
35010343,2016,-0.554508166,-0.3611196576,-0.2083131577,-1.159263948,-0.570801232325,0.0,synthetic
35010344,2016,-0.4740809499,-0.6622501701,-0.1659129785,-0.611334401,-0.47839462487499995,0.0,synthetic
35010345,2016,-0.5701727262,-0.5928625671,-0.744233296,-1.064976637,-0.743061306575,0.0,synthetic
35010346,2016,-0.1717357102,-0.5570318758,0.203656698,-0.730812404,-0.313980823,0.0,synthetic
35010347,2016,-0.6200642957,-0.8386272657,-0.2745611514,-0.9738467081,-0.6767748552249999,0.0,synthetic
35010348,2016,-0.7698548597,-0.3351630068,-0.1990669502,-1.33194895,-0.659008441675,0.0,synthetic
35010349,2016,0.1580634935,-0.02686802472,1.648903405,-1.14154846,0.159637603445,0.0,synthetic
35010350,2016,0.04644875086,-0.257499518,-0.4804612247,-1.240941824,-0.48311345396000005,0.0,synthetic
35010351,2016,-0.1661700495,-0.03018829343,-0.1305170494,-0.9300350826,-0.3142276187325,1.0,synthetic
35010352,2016,-0.5981829701,-0.3073433559,-0.4860371798,-1.15886557,-0.63760726895,0.0,synthetic
35010353,2016,-0.841355422,-0.1959476268,-0.1240416958,-1.079486592,-0.5602078341500001,0.0,synthetic
35010354,2016,-0.4227365595,-0.4393988079,0.2067694426,-0.9848391673,-0.410051273025,1.0,synthetic
35010355,2016,-0.982873986,0.1864576859,-0.234697993,-0.9590694544,-0.497545936875,0.0,synthetic
35010356,2016,-0.7017680992,0.1122776061,0.07087227842,-0.5226989105,-0.260329281295,0.0,synthetic
35010357,2016,-0.5956597003,-0.420933156,-0.3673401803,-0.7974438459,-0.545344220625,0.0,synthetic
35010358,2016,-0.8345886567,-0.2104854322,0.09030466728,-0.6160292253,-0.39269966173000004,0.0,synthetic
35010359,2016,-0.4893692167,0.002903085237,1.415386465,-1.076289416,-0.03684227061574999,0.0,synthetic
35010360,2016,-0.8413892705,-0.5820406559,0.318804813,-1.173867636,-0.56962318735,0.0,synthetic
35010361,2016,1.083710518,0.7443842007,1.03732085,-0.7227989254,0.5356541608250001,0.0,synthetic
35010362,2016,0.01964810723,0.3020826987,0.5008618383,-0.8585397167,-0.008986768117499988,0.0,synthetic
35010363,2016,0.960155331,0.8135948771,1.88200421,-0.7319358677,0.7309546376,0.0,synthetic
35010364,2016,0.009662874757,0.9436795098,0.101594578,-0.6739222394,0.09525368078925,0.0,synthetic
35010365,2016,1.370900543,1.653278434,1.606988463,-1.057461241,0.8934265497500001,0.0,synthetic
35010366,2016,-0.1203784999,1.51647178,1.627127474,-0.7915144481,0.5579265765,0.0,synthetic
35010367,2016,-0.3043092341,-0.4796786468,1.000030043,-1.063839084,-0.21194923047500003,0.0,synthetic
35010369,2016,-0.2177902473,-0.3005749562,0.06379550685,-1.069166896,-0.38093414816250004,0.0,synthetic
35010370,2016,-0.5034189052,-0.3939862848,0.2440361525,0.1575393287,-0.1239574272,0.0,synthetic
35010371,2016,-0.4907264636,-0.7756753073,-0.1056015587,-0.7840646255,-0.539016988775,0.0,synthetic
35010372,2016,-0.4587394612,0.6785928365,-0.3246853644,-0.7518013003,-0.21415832234999999,0.0,synthetic
35010373,2016,0.8539806383,0.4680537036,1.018289982,-0.8120955932,0.382057182675,0.0,synthetic
35010374,2016,-0.2063899319,1.564363463,0.4129838782,-0.0442704795,0.43167173245,0.0,synthetic
35010375,2016,-0.7633894947,-0.9711400301,1.558611047,-0.5357988271,-0.17792932622500002,0.0,synthetic
35010376,2016,-0.2547362325,-1.020408943,0.800951768,-1.127558131,-0.400437884625,0.0,synthetic
35010377,2016,,,,,,0.0,synthetic
35010378,2016,,,,,,0.0,synthetic
35010379,2016,,,,,,0.0,synthetic
35010380,2016,,,,,,0.0,synthetic
35010381,2016,,,,,,0.0,synthetic
35010382,2016,,,,,,0.0,synthetic
35010383,2016,,,,,,0.0,synthetic
35010384,2016,,,,,,0.0,synthetic
35010385,2016,,,,,,0.0,synthetic
35010386,2016,,,,,,0.0,synthetic
35010387,2016,,,,,,0.0,synthetic
35010388,2016,,,,,,0.0,synthetic
35010389,2016,,,,,,0.0,synthetic
35010390,2016,,,,,,0.0,synthetic
35010391,2016,,,,,,0.0,synthetic
35010392,2016,,,,,,0.0,synthetic
35010393,2016,,,,,,0.0,synthetic
35010394,2016,,,,,,0.0,synthetic
35010395,2016,,,,,,0.0,synthetic
35010396,2016,,,,,,0.0,synthetic
35010397,2016,,,,,,0.0,synthetic
35010398,2016,,,,,,0.0,synthetic
35010399,2016,-0.06049487291,-0.4056939857,1.058535895,-0.8056052342,-0.053314549452500026,0.0,synthetic
35010400,2016,0.5339552542,-0.1502936369,1.675045238,-1.113221635,0.23637130507500004,0.0,synthetic
35010401,2016,-0.6976937422,-0.4822939026,0.08439221522,-0.8744115033,-0.49250173321999996,0.0,synthetic
35010402,2016,-0.9051280877,-0.6508385964,0.02683048856,-0.774816864,-0.575988264885,0.0,synthetic
35010403,2016,-0.0575633808,0.07525062556,0.667660055,-0.9557505831,-0.06760082083499999,0.0,synthetic
35010404,2016,0.01931696529,-0.7692342793,1.416078344,-1.408320705,-0.18553991875249998,0.0,synthetic
35010405,2016,-0.3116143672,-0.6533712032,-0.7036498296,-0.5863443862,-0.56374494655,0.0,synthetic
35010406,2016,-0.5126907688,-0.7910695732,0.5396310581,-0.9893340176,-0.43836582537499996,0.0,synthetic
35010407,2016,,,,,,0.0,synthetic
35010408,2016,,,,,,0.0,synthetic
35010409,2016,,,,,,0.0,synthetic
35010410,2016,-0.7930602816,0.05964348835,-0.1958907943,-1.106323996,-0.5089078958875,0.0,synthetic
35010411,2016,-0.2233848286,0.08979434886,0.3862369001,-1.102592604,-0.21248654591,0.0,synthetic
35010412,2016,-0.4669218893,-0.1104434057,-0.08301680118,-1.227098259,-0.471870088795,0.0,synthetic
35020064,2016,-0.4770499143,-0.595206484,-0.1931906284,-0.5837628016,-0.462302457075,0.0,synthetic
35020065,2016,-0.5991246524,-0.9308480535,0.3262721597,-0.7814538652,-0.49628860285000004,0.0,synthetic
35020066,2016,0.3247562114,-0.2032525178,0.596558424,-0.6751511063,0.01072775282500002,0.0,synthetic
35020067,2016,0.7525348279,0.8122260551,-0.1886724888,-0.5683466063,0.201935446975,0.0,synthetic
35020068,2016,0.6665278841,1.12503469,0.003440325968,-0.6924895374,0.275628340667,0.0,synthetic
35020069,2016,0.8545022469,1.087027622,0.6675411055,-0.8069431497,0.45053195617499997,0.0,synthetic
35020070,2016,-0.2182553758,-0.1155218005,-0.4687755268,-0.5740453496,-0.344149513175,0.0,synthetic
35020071,2016,0.2270175658,-0.1064480046,0.3614446292,-0.5575155914,-0.018875350250000006,0.0,synthetic
35020072,2016,-0.7958066963,0.06056172145,-1.061897467,-0.3941013533,-0.5478109487875,0.0,synthetic
35020073,2016,-0.7912031348,-0.7407665783,-0.6161908248,-0.3261075761,-0.6185670285,0.0,synthetic
35020075,2016,0.09231820585,-0.3225406848,-0.4686031022,-0.2902023275,-0.2472569771625,0.0,synthetic
35020076,2016,0.1706605452,-0.7531293346,1.594748324,-0.8685286266,0.035937727,0.0,synthetic
35020077,2016,1.107243938,-0.2252452511,2.727726498,-0.8872365388,0.6806221615250001,0.0,synthetic
35020078,2016,-0.3178839182,-0.8378513788,-0.03506512415,-0.6484052501,-0.45980141781250006,0.0,synthetic
35020091,2016,-0.3924141141,-0.8909651269,-0.8789708691,-0.1788888095,-0.5853097299000001,0.0,synthetic
35020092,2016,-0.6973934203,-0.8948979291,0.7053556227,-0.7775822467,-0.41612949335,0.0,synthetic
35020093,2016,-0.5117481126,-0.8403509208,-0.06400877071,-0.8952298548,-0.5778344147275001,0.0,synthetic
35020094,2016,0.1479717412,0.1934596559,0.1295243426,-0.5817779586,-0.027705554724999998,0.0,synthetic
35020095,2016,0.7407217319,0.1636050872,0.8996406049,-0.5182220014,0.32143635565000006,0.0,synthetic
35020096,2016,-0.5647978357,-0.2372527014,1.352313313,-1.14097006,-0.14767682102499996,0.0,synthetic
35020097,2016,-0.7118664973,-0.1393952143,-0.4693558541,-1.025518255,-0.586533955175,0.0,synthetic
35020098,2016,-0.3660174269,-0.3887105984,1.037304091,-1.248890759,-0.241578673325,0.0,synthetic
35020099,2016,0.4182178082,1.1282212,0.415076826,-0.8499870877,0.277882186625,0.0,synthetic
